workerid,proliferate.condition,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
3245,List 7,2,,3,short,7,,6,Who heard that the gymnast practiced the routine?,nonisl,29,test,31,
3245,List 7,2,1,9121,,7,,1,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
3245,List 7,2,3,9321,,7,,2,Yesterday seemed that John left.,,31,filler,9321,
3245,List 7,2,,2,long,7,,1,What did the landlord hear the rumor that the tenant repainted?,isl,32,test,24,
3245,List 7,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
3245,List 7,2,2,9211,,7,,2,To the neighbors about the noise the old man complained.,,34,filler,9211,
3245,List 7,2,5,9511,,7,,5,They all have left and they have all done so deliberately.,,35,filler,9511,
3245,List 7,2,,1,long,7,,7,What did the waiter hear that the chef burned?,nonisl,36,test,13,
3245,List 7,2,1,9111,,7,,1,John was kissed John.,,37,filler,9111,
3245,List 7,3,5,9514,,7,,6,They all have studied and they have all done so effectively.,,38,filler,9514,
3245,List 7,3,,16,short,7,,7,Who heard the rumor that the customer ordered the drink?,isl,39,test,162,
3245,List 7,3,1,9124,,7,,1,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
3245,List 7,3,3,9314,,7,,5,Patricia agreed herself to host the party.,,41,filler,9314,
3245,List 7,3,,15,short,7,,5,Who heard that the patient contracted the disease?,nonisl,42,test,151,
3245,List 7,3,4,9414,,7,,5,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
3245,List 7,3,1,9114,,7,,1,Tommy was punished Tommy.,,44,filler,9114,
3245,List 7,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
3245,List 7,3,,14,long,7,,1,What did the carpenter hear the rumor that the architect modified?,isl,46,test,144,
3245,List 7,3,2,9214,,7,,2,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
3245,List 7,3,4,9424,,7,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
3245,List 7,3,,13,long,7,,7,What did the prosecutor hear that the judge overruled?,nonisl,49,test,133,
3245,List 7,3,3,9324,,7,,4,Next week appears that the strikers will be back to work.,,50,filler,9324,
3245,List 7,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
3245,List 7,4,4,9423,,7,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
3245,List 7,4,,12,short,7,,7,Who heard the rumor that the politician ignored the recommendation?,isl,53,test,122,
3245,List 7,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
3245,List 7,4,2,9213,,7,,3,With the generals about a new approach the President talked.,,55,filler,9213,
3245,List 7,4,3,9323,,7,,3,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
3245,List 7,4,,11,short,7,,7,Who heard that the babysitter washed the bottle?,nonisl,57,test,111,
3245,List 7,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
3245,List 7,4,4,9413,,7,,2,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
3245,List 7,4,3,9313,,7,,4,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
3245,List 7,4,,10,long,7,,1,What did the nurse hear the rumor that the doctor prescribed?,isl,61,test,104,
3245,List 7,4,1,9113,,7,,2,The hedges were trimmed the hedges.,,62,filler,9113,
3245,List 7,4,,9,long,7,,7,What did the soldier hear that the general ordered?,nonisl,63,test,93,
3245,List 7,4,1,9123,,7,,1,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
3245,List 7,4,5,9513,,7,,6,They all have helped and they have all done so generously.,,65,filler,9513,
3245,List 7,,,,,,60ca1b9201fcd80c6647a431,,,,,,,
3500,List 7,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
3500,List 7,0,1,1001,,7,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3500,List 7,0,4,1004,,7,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3500,List 7,0,6,1006,,7,,4,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3500,List 7,0,2,1002,,7,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3500,List 7,0,5,1005,,7,,3,All the men seem to have all eaten supper.,,6,practice,1005,
3500,List 7,0,3,1003,,7,,2,They consider a teacher of Chris geeky.,,7,practice,1003,
3500,List 7,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3500,List 7,0,1,1009,,7,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3500,List 7,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
3500,List 7,1,,8,short,7,,7,Who heard the rumor that the reporter plagiarized the article?,isl,11,test,82,
3500,List 7,1,2,9212,,7,,1,To the professor about my grade I talked.,,12,filler,9212,
3500,List 7,1,4,9422,,7,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
3500,List 7,1,,7,short,7,,7,Who heard that the police intercepted the shipment?,nonisl,14,test,71,
3500,List 7,1,4,9412,,7,,2,"If Kelly might have time, she will do it.",,15,filler,9412,
3500,List 7,1,1,9122,,7,,1,What was that the movers would break feared by the family?,,16,filler,9122,
3500,List 7,1,3,9322,,7,,2,Next week seems that Juan will be in town.,,17,filler,9322,
3500,List 7,1,,6,long,7,,2,What did the detective hear the rumor that the suspect stole?,isl,18,test,64,
3500,List 7,1,3,9312,,7,,2,William planned himself to write a novel.,,19,filler,9312,
3500,List 7,1,1,9112,,7,,1,The money was stolen the money.,,20,filler,9112,
3500,List 7,1,5,9512,,7,,2,They all have finished and they have all done so efficiently.,,21,filler,9512,
3500,List 7,1,,5,long,7,,5,What did the manager hear that the assistant copied?,nonisl,22,test,53,
3500,List 7,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
3500,List 7,2,4,9411,,7,,2,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
3500,List 7,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
3500,List 7,2,,4,short,7,,5,Who heard the rumor that the student read the book?,isl,26,test,42,
3500,List 7,2,4,9421,,7,,3,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
3500,List 7,2,3,9311,,7,,2,John tried himself to win.,,28,filler,9311,
3500,List 7,2,,3,short,7,,6,Who heard that the gymnast practiced the routine?,nonisl,29,test,31,
3500,List 7,2,1,9121,,7,,1,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
3500,List 7,2,3,9321,,7,,1,Yesterday seemed that John left.,,31,filler,9321,
3500,List 7,2,,2,long,7,,2,What did the landlord hear the rumor that the tenant repainted?,isl,32,test,24,
3500,List 7,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
3500,List 7,2,2,9211,,7,,2,To the neighbors about the noise the old man complained.,,34,filler,9211,
3500,List 7,2,5,9511,,7,,3,They all have left and they have all done so deliberately.,,35,filler,9511,
3500,List 7,2,,1,long,7,,5,What did the waiter hear that the chef burned?,nonisl,36,test,13,
3500,List 7,2,1,9111,,7,,7,John was kissed John.,,37,filler,9111,
3500,List 7,3,5,9514,,7,,3,They all have studied and they have all done so effectively.,,38,filler,9514,
3500,List 7,3,,16,short,7,,6,Who heard the rumor that the customer ordered the drink?,isl,39,test,162,
3500,List 7,3,1,9124,,7,,1,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
3500,List 7,3,3,9314,,7,,4,Patricia agreed herself to host the party.,,41,filler,9314,
3500,List 7,3,,15,short,7,,7,Who heard that the patient contracted the disease?,nonisl,42,test,151,
3500,List 7,3,4,9414,,7,,2,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
3500,List 7,3,1,9114,,7,,2,Tommy was punished Tommy.,,44,filler,9114,
3500,List 7,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
3500,List 7,3,,14,long,7,,2,What did the carpenter hear the rumor that the architect modified?,isl,46,test,144,
3500,List 7,3,2,9214,,7,,3,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
3500,List 7,3,4,9424,,7,,1,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
3500,List 7,3,,13,long,7,,7,What did the prosecutor hear that the judge overruled?,nonisl,49,test,133,
3500,List 7,3,3,9324,,7,,3,Next week appears that the strikers will be back to work.,,50,filler,9324,
3500,List 7,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
3500,List 7,4,4,9423,,7,,5,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
3500,List 7,4,,12,short,7,,7,Who heard the rumor that the politician ignored the recommendation?,isl,53,test,122,
3500,List 7,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
3500,List 7,4,2,9213,,7,,2,With the generals about a new approach the President talked.,,55,filler,9213,
3500,List 7,4,3,9323,,7,,3,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
3500,List 7,4,,11,short,7,,7,Who heard that the babysitter washed the bottle?,nonisl,57,test,111,
3500,List 7,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
3500,List 7,4,4,9413,,7,,2,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
3500,List 7,4,3,9313,,7,,3,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
3500,List 7,4,,10,long,7,,1,What did the nurse hear the rumor that the doctor prescribed?,isl,61,test,104,
3500,List 7,4,1,9113,,7,,2,The hedges were trimmed the hedges.,,62,filler,9113,
3500,List 7,4,,9,long,7,,5,What did the soldier hear that the general ordered?,nonisl,63,test,93,
3500,List 7,4,1,9123,,7,,1,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
3500,List 7,4,5,9513,,7,,3,They all have helped and they have all done so generously.,,65,filler,9513,
3500,List 7,,,,,,6670cffc0b0b33d080d23092,,,,,,,
3229,List 7,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
3229,List 7,0,1,1001,,7,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3229,List 7,0,4,1004,,7,,6,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3229,List 7,0,6,1006,,7,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3229,List 7,0,2,1002,,7,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3229,List 7,0,5,1005,,7,,3,All the men seem to have all eaten supper.,,6,practice,1005,
3229,List 7,0,3,1003,,7,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
3229,List 7,0,7,1008,,7,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3229,List 7,0,1,1009,,7,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3229,List 7,1,7,9722,,7,,7,I like drinking milkshakes.,,10,filler,9722,
3229,List 7,1,,8,short,7,,7,Who heard the rumor that the reporter plagiarized the article?,isl,11,test,82,
3229,List 7,1,2,9212,,7,,1,To the professor about my grade I talked.,,12,filler,9212,
3229,List 7,1,4,9422,,7,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,13,filler,9422,
3229,List 7,1,,7,short,7,,7,Who heard that the police intercepted the shipment?,nonisl,14,test,71,
3229,List 7,1,4,9412,,7,,3,"If Kelly might have time, she will do it.",,15,filler,9412,
3229,List 7,1,1,9122,,7,,1,What was that the movers would break feared by the family?,,16,filler,9122,
3229,List 7,1,3,9322,,7,,3,Next week seems that Juan will be in town.,,17,filler,9322,
3229,List 7,1,,6,long,7,,3,What did the detective hear the rumor that the suspect stole?,isl,18,test,64,
3229,List 7,1,3,9312,,7,,2,William planned himself to write a novel.,,19,filler,9312,
3229,List 7,1,1,9112,,7,,1,The money was stolen the money.,,20,filler,9112,
3229,List 7,1,5,9512,,7,,6,They all have finished and they have all done so efficiently.,,21,filler,9512,
3229,List 7,1,,5,long,7,,7,What did the manager hear that the assistant copied?,nonisl,22,test,53,
3229,List 7,1,7,9712,,7,,7,Brittany attempted to touch the porcupine.,,23,filler,9712,
3229,List 7,2,4,9411,,7,,6,"If frankly he's unable to cope, we'll have to replace him.",,24,filler,9411,
3229,List 7,2,7,9721,,7,,7,I hate eating sushi.,,25,filler,9721,
3229,List 7,2,,4,short,7,,7,Who heard the rumor that the student read the book?,isl,26,test,42,
3229,List 7,2,4,9421,,7,,7,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,27,filler,9421,
3229,List 7,2,3,9311,,7,,4,John tried himself to win.,,28,filler,9311,
3229,List 7,2,,3,short,7,,7,Who heard that the gymnast practiced the routine?,nonisl,29,test,31,
3229,List 7,2,1,9121,,7,,5,Who was that the principal would fire expected by the reporters?,,30,filler,9121,
3229,List 7,2,3,9321,,7,,4,Yesterday seemed that John left.,,31,filler,9321,
3229,List 7,2,,2,long,7,,1,What did the landlord hear the rumor that the tenant repainted?,isl,32,test,24,
3229,List 7,2,7,9711,,7,,7,Kerry attempted to study physics.,,33,filler,9711,
3229,List 7,2,2,9211,,7,,2,To the neighbors about the noise the old man complained.,,34,filler,9211,
3229,List 7,2,5,9511,,7,,3,They all have left and they have all done so deliberately.,,35,filler,9511,
3229,List 7,2,,1,long,7,,7,What did the waiter hear that the chef burned?,nonisl,36,test,13,
3229,List 7,2,1,9111,,7,,1,John was kissed John.,,37,filler,9111,
3229,List 7,3,5,9514,,7,,6,They all have studied and they have all done so effectively.,,38,filler,9514,
3229,List 7,3,,16,short,7,,7,Who heard the rumor that the customer ordered the drink?,isl,39,test,162,
3229,List 7,3,1,9124,,7,,1,Who is that the jail must release accepted by few citizens?,,40,filler,9124,
3229,List 7,3,3,9314,,7,,1,Patricia agreed herself to host the party.,,41,filler,9314,
3229,List 7,3,,15,short,7,,7,Who heard that the patient contracted the disease?,nonisl,42,test,151,
3229,List 7,3,4,9414,,7,,6,"If frankly you continue to argue, the boss will fire you.",,43,filler,9414,
3229,List 7,3,1,9114,,7,,1,Tommy was punished Tommy.,,44,filler,9114,
3229,List 7,3,7,9714,,7,,7,Tommy attempted to take a picture.,,45,filler,9714,
3229,List 7,3,,14,long,7,,1,What did the carpenter hear the rumor that the architect modified?,isl,46,test,144,
3229,List 7,3,2,9214,,7,,2,At your spouse on the phone you shouldn't yell.,,47,filler,9214,
3229,List 7,3,4,9424,,7,,5,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,48,filler,9424,
3229,List 7,3,,13,long,7,,6,What did the prosecutor hear that the judge overruled?,nonisl,49,test,133,
3229,List 7,3,3,9324,,7,,5,Next week appears that the strikers will be back to work.,,50,filler,9324,
3229,List 7,3,7,9724,,7,,7,I hate missing work.,,51,filler,9724,
3229,List 7,4,4,9423,,7,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,52,filler,9423,
3229,List 7,4,,12,short,7,,7,Who heard the rumor that the politician ignored the recommendation?,isl,53,test,122,
3229,List 7,4,7,9723,,7,,7,I like taking vacations.,,54,filler,9723,
3229,List 7,4,2,9213,,7,,1,With the generals about a new approach the President talked.,,55,filler,9213,
3229,List 7,4,3,9323,,7,,7,Tomorrow seems that there will be a hurricane.,,56,filler,9323,
3229,List 7,4,,11,short,7,,7,Who heard that the babysitter washed the bottle?,nonisl,57,test,111,
3229,List 7,4,7,9713,,7,,7,Vivian attempted to write stories.,,58,filler,9713,
3229,List 7,4,4,9413,,7,,2,"If Grace probably passes the class, she will graduate on time.",,59,filler,9413,
3229,List 7,4,3,9313,,7,,2,Linda remembered herself to pick-up the dry cleaning.,,60,filler,9313,
3229,List 7,4,,10,long,7,,1,What did the nurse hear the rumor that the doctor prescribed?,isl,61,test,104,
3229,List 7,4,1,9113,,7,,1,The hedges were trimmed the hedges.,,62,filler,9113,
3229,List 7,4,,9,long,7,,7,What did the soldier hear that the general ordered?,nonisl,63,test,93,
3229,List 7,4,1,9123,,7,,2,Who was that Martians kidnapped believed by no one?,,64,filler,9123,
3229,List 7,4,5,9513,,7,,2,They all have helped and they have all done so generously.,,65,filler,9513,
3229,List 7,,,,,,665a66d17224187f00fca42c,,,,,,,
3317,List 7,0,7,1007,,7,,7,She was the winner.,,1,practice,1007,
3317,List 7,0,1,1001,,7,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3317,List 7,0,4,1004,,7,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3317,List 7,0,6,1006,,7,,6,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3317,List 7,0,2,1002,,7,,1,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
